ardf_num,mrds_num,site,location,quad_250,quad_63360,comm_main,comm_other,ore,gangue,site_type,status,production,dep_model,model_code,alteration,geol_desc,work_expl,comments,expand_ref,rept_names,rept_date,age,rept_aff,prod_notes,reserves,prime_ref,latitude,longitude,datum,source_datum
SO023,A012593; D002598; A010654,Big Hurrah,The Big Hurrah mine is located on the south side of Big Hurrah Creek (SO022) and the east side of Little Hurrah Creek at an elevation of about 275 feet.  It is about 1/4 mile southeast of the confluence of Little and Big Hurrah creeks.  It is locality 17,SO,C-5,Au,"Ag, Cu, W, Zn","Arsenopyrite, chalcopyrite, electrum, gold, pyrite, scheelite, sphalerite","Albite, carbonate, quartz, sericite",Mine,Active,Yes; small,"Gold-quartz vein in metamorphic rocks; low sulfide-Au quartz vein (Cox and Singer, 1986; model 36a).",36a,"Silicification, carbonatization, and development of quartz-carbonate stockworks.","The Big Hurrah mine has been the most productive lode gold mine on the Seward Peninsula to date.  Gold-quartz veins in slaty graphitic schist  produced about 27,000 ounces of gold (Read and Meinert, 1986) primarily between 1903 and 1907, when a 20-stamp m","A 60-degree inclined shaft extended to the 250 foot level; there are about 1,800 feet of lateral workings developed off it on the 70, 150, and 250 foot-levels.  In 1954, a 105-foot-long sublevel was driven at 20 feet below the 150-East level (Asher, 1969,",,"Apodoca, L.E., 1994, Genesis of lode gold deposits of the Rock Creek area, Nome mining district, Seward Peninsula, Alaska:  Boulder, Colorado, University of Colorado, Ph.D. dissertation, 208 p.|Asher, R.R., 1969, Geologic and geochemical study, Solomon C-","Travis L. Hudson (Applied Geology, Inc.)",10/10/2005,Cretaceous?,,"The Big Hurrah mine is the only lode gold mine on Seward Peninsula.  The gold-quartz veins in slaty graphitic schist produced about 27,000 ounces of gold (Read and Meinert, 1986), primarily between 1903 and 1907, when a 20-stamp mill was in operation (Smi","As of March 28, 2007, NovaGold (2007) listed  a measured and indicated resource in the Big Hurrah mine as 1.8 millions tons of ore with a grade of 4.61 grams of gold per metric ton; there was an additional inferred resource of 0.6 milllion tons of materia","Read and Meinert, 1986",64.650664,-164.242547,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO024,A010713; D002601,Solomon River,The part of Solomon River included here has been continuously placer mined from an elevation of about 100 feet upstream to an elevation of about 175 feet.  It extends for a distance of about 5 miles starting 0.7 miles downstream from Quigleys Camp and con,SO,C-5,Au,W,"Gold, scheelite",,Mine,Active?,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"The active drainage of the Solomon River has been continuously placer mined mined, mostly by dredging,  from an elevation of about 100 feet upstream to an elevation of about 175 feet.  This is a distance of about 5 miles starting 0.7 miles downstream from","About 5 miles of dredge and open-cut placer workings are present along this part of the Solomon River, primarily along the active drainage.",,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary; the location and elevation (100 to 170 feet) of this area indicate that it was affected by Quaternary sea level fluctuations.,,"Placer gold was discovered in 1899 and mining started in 1900 when about $10,000 (or 485 fine ounces) were produced (Brooks and others, 1901).  Lu and others (1968) compiled reported production and determined that more than about $2,500,000 dollars, or 12",,"Cobb, 1978 (OF 78-181)",64.678263,-164.29975,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO025,10308264,Sapphire Gulch,Sapphire Gulch is a very small north tributary to Minnesota Creek located 1 mile upstream of the confluence of Minnesota and Penny Creek (SO018) and about 2 miles north of Quigleys Camp on the Solomon River.  The lower part of this drainage is at about 27,SO,C-5,Au,,Gold,,Mine,Probably inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"Smith (1910) reports that most of the gravels in this drainage were mined by 1907.   Bedrock is part of a lower Paleozoic metasedimentary assemblage (Sainsbury and others, 1972, OFR 511; Till and others, 1986).",The early mining was probably mostly hand operations.,,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary.,,,,"Smith, 1910",64.675262,-164.364751,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO026,,Bear Gulch,Bear Gulch is a very small north tributary to Minnesota Creek; it is located about 1.5 miles upstream of the confluence of Minnesota Creek and Penny Creek (SO018) and about 2.3 miles north of Quigleys Camp on the Solomon River.  The lower part of Bear Gul,SO,C-5,Au,,Gold,,Mine,Probably inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"Smith (1910) reports that most of the gravels in this drainage were mined by 1907.   Bedrock is part of a lower Paleozoic metasedimentary assemblage (Sainsbury and others, 1972, OFR 511; Till and others, 1986).",The early mining was probably mostly hand operations.,,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary.,,,,"Smith, 1910",64.678263,-164.351751,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO027,10308265,Meddler Gulch,"Meddler Gulch is a small north tributary to Minnesota Creek; it is located between Sapphire (SO025) and Bear Gulch (SO026), about 2.5 miles north of Quigleys Camp on the Solomon River.  Its headwaters are at elevations greater than 500 feet.  This is loca",SO,C-5,Au,,Gold,,Mine,Probably inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"Smith (1910) reports that most of the gravels in this drainage were mined by 1907.   Material being worked in 1907 was in the headwaters and appeared to be colluvial materials (Smith, 1910, p. 179).  The gold that was recovered was reported to be coarse a","Small-scale, probably mostly hand operations, took place on this creek in the earliest years of mining in the area prior to 1907.",,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary.,,,,"Smith, 1910",64.681262,-164.364752,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO028,A012608,Kasson Creek,"Kasson Creek is a headwater tributary of Shovel Creek (SO017), about 3.8 miles northwest of Quigleys Camp on the Solomon River.  Placer mining has occurred for 1 mile upstream of the mouth at an elevation of about 250 feet.  This is locality 89 of Cobb (1",SO,C-5,Au,,Gold,,Mine,Inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"The bedrock along this part of Kasson Creek is marble and gold was found in crevices and pockets from 10 to 30 feet deep; paystreaks were from 16 to 100 feet wide (Collier and others, 1908).  The spotty, deep character of the deposits suggests that karst","The creek was mined in early years mostly by small-scale hand methods; open-cut dozer (?) operations took place in the 1930s (Cobb, 1978, OF 78-181).  Some early mining may have also taken place on two tributaries to Kasson Creek,  Lost and Topnotch Creek",,"Asher, R.R., 1969, Geologic and geochemical study, Solomon C-5 quadrangle, Seward Peninsula, Alaska:  Alaska Division of Mines and Geology Geologic Report 33, 64 p.|Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S.",Travis L. Hudson (Applied Geology),8/19/1999,"Quaternary; the location and elevation of about 250 feet  indicate that these placer deposits may have been influenced by Quaternary sea level fluctuations (also see Problem Creek, SO170).",,,,"Collier and others, 1908",64.691262,-164.410753,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO029,A012607,West Creek,"West Creek is a west tributary to Shovel Creek (SO017).  Placer mining took place over about the lower 1.5 miles of the creek, between elevations of 175 to 300 feet.  This is locality 87 of Cobb (1972, MF 445; 1978, OF 78-181).",SO,C-5,Au,,"Arsenopyrite, chalcopyrite, gold, pyrite","Garnet, magnetite",Mine,Inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"Placer mining took place over about the lower 1.5 miles of the West Creek, between elevations of 175 to 300 feet.  Gold-bearing gravels were 3 to 4 feet thick on bedrock; gold coarseness increased upstream.  Crevices and cracks in marble bedrock locally c","Placer mining was mostly by small-scale methods but a dryland-dredge on tracks operated in 1908-11.  Some open-cut (dozer ?) mining took place in the 1930's (Cobb, 1978, OF 78-181).",,"Brooks, A.H., Richardson, G.B., Collier, A.J., and W.C. Mendenhall, 1901, A reconnaissance in the Cape Nome and adjacent gold fields of Seward Peninsula, Alaska, in 1900:  U.S. Geological Survey Special Publication, p. 1-185, maps.|Cobb, E.H., 1972, Metal",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary.,,,,"Brooks and others, 1901",64.67626,-164.458752,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO030,A012606,West Creek,"This lode prospect is located on the south side of West Creek (SO029) at an elevation of about 400 feet; it is about 1.6 miles upstream from the confluence of West Creek and Shovel Creek (SO017).  It is locality 15 of Cobb (1972, MF 445; 1978, OF 78-181),",SO,C-5,Au,,"Arsenopyrite, gold, marcasite, pyrite","Chlorite, quartz",Prospect,Inactive,No,"Gold-quartz vein in metamorphic rocks; low sulfide-Au quartz vein (Cox and Singer, 1986; model 36a).",36a,Silicification.,"Quartz veins in schist have been explored by an adit and 600 or 700 feet of underground workings (Smith, 1908).  The quartz veins contain chlorite, small stringers and vugs of pyrite and marcasite, and arsenopyrite.  Some gold and arsenopyrite is reported","An adit was driven 350 feet on the main vein and a short crosscut was driven on a small stringer; there is a total of about 600 to 700 feet of underground workings (Smith, 1908).  About 350 feet further west, a 300- foot-long adit was driven on  similar v",,"Apodoca, L.E., 1994, Genesis of lode gold deposits of the Rock Creek area, Nome mining district, Seward Peninsula, Alaska:  Boulder, Colorado, University of Colorado, Ph.D. dissertation, 208 p.|Asher, R.R., 1969, Geologic and geochemical study, Solomon C-",Travis L. Hudson (Applied Geology),8/19/1999,Cretaceous?,,,,"Smith, 1908",64.67826,-164.489753,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO031,A012602,Adams Creek,"Adams Creek is the main headwater tributary to Shovel Creek (SO017).  Very little mining is reported for this creek and the location of workings is uncertain; probably within 1.5 miles of the coordinates.  This is locality 88 of Cobb (1972, MF 445; 1978,",SO,C-5,Au,,Gold,"Garnet, magnetite",Mine,Inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39,,"Gold was discovered early on Adams Creek and small-scale mining produced 50 to 60 ounces on one claim in 20 days (Brooks and others, 1901).  The stream gravels are 4 to 6 feet thick and heavy mineral concentrate contains garnet and magnetite.  The active",Small-scale sluicing took place somewhere on the drainage in 1900.,,"Brooks, A.H., Richardson, G.B., Collier, A.J., and W.C. Mendenhall, 1901, A reconnaissance in the Cape Nome and adjacent gold fields of Seward Peninsula, Alaska, in 1900:  U.S. Geological Survey Special Publication, p. 1-185, maps.|Cobb, E.H., 1972, Metal",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary.,,Brooks and others (1901) report that 50 to 60 ounces of gold  (worth $19.40 per ounce) were recovered in a 20-day period from one claim.,,"Brooks and others, 1901",64.706261,-164.451755,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO032,A012599,Butte Creek,Butte Creek is a west tributary to the Solomon River.  The mouth of Butte Creek is 2 miles upstream of East Fork.  Mining took place over the lower 0.3 miles of Butte Creek and about 0.5 miles of the South Fork tributary of Butte Creek.  This is locality,SO,,Au,,Gold,,Mine,Probably inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"The gravels in lower part of creek were thoroughly worked prior to 1907 (Smith, 1910).  Bench gravels on the west side of South Fork were productive.  The bench gravels were about 8 feet thick on schist bedrock; the surface of the bench was 20 to 25 feet",Small-scale placer mining took place along this part of Butte Creek and its South Fork prior to 1907.,,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary.,,,,"Smith, 1910",64.708264,-164.334754,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO033,A012600,Fox Creek,"Fox Creek is the first south tributary to Coal Creek.  The mouth of Fox Creek is 0.5 miles upstream from the confluence of Coal Creek and Solomon River.  This is locality 98 of Cobb (1972, MF 445; 1978, OF 78-181).",SO,C-5,Au,,Gold,,Mine,Inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"Small-scale placer mining was reported on this creek in 1907 and 1908 (Smith, 1908; 1910).  Bedrock in the area is part of a lower Paleozoic metasedimentary assemblage (Till and others, 1986).",Small-scale placer mining took place locally along this creek in at least 1907 and 1908.,,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary.,,,,"Smith, 1910",64.736265,-164.298756,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO034,A012613,Beaver Creek,"Beaver Creek is an east tributary to the Eldorado River.  Placer mining took place along 1.5 miles of the headwaters of the creek  between elevations of 225 and 390 feet.  This is locality 85 of Cobb (1972, MF 445; 1978, OF 78-181).",SO,C-6,Au,,Gold,,Mine,Inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"Placer mining took place along 1.5 miles of the drainage between 225 and 390 feet elevation. A dredge was moved into the area and operated in 1940 (Smith, 1942).  Mining may have continued for some time following WW II as the next stream to the north (Paj","The main drainage has open-cut placer workings, at least in part the result of dredging in the 1940's over 1.5 miles of the creek between 225 and 390 feet elevation.",,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1973, Placer deposits of Alaska: U.S. Geological Survey Bulletin 1374",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary; the deposit is at low enough elevations to have been influenced by Quaternary sea level changes.,,,,"Smith, 1942",64.639253,-164.812752,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO035,A012614,Pajara Creek,Pajara Creek is an east tributary to Eldorado River.  Placer mining took place along 2 miles of the drainage between 200 and 300 feet elevation.  These workings start  1 mile upstream of the confluence of Pajara Creek with Eldorado River.  This is localit,SO,C-6,Au,,Gold,,Mine,Inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"Placer mining took place along 2 miles of the creek between 200 and 300 feet elevation.  These workings start  1 mile upstream of the confluence with Eldorado River.  The placer mining apparently occurred in the late 1940's and included dredging (Hummel,",Placer mining took place along 2 miles of the Pajara Creek between 200 and 300 feet elevation.  This mining apparently took place in the late 1940's and included dredging.,,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary; the deposit is at low enough elevations to have been influenced by Quaternary sea level changes.,,,,"Cobb, 1978 (OF 78-181)",64.666253,-164.840755,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO096,A012638,Ruby Creek,Ruby Creek is an east tributary to the Casadepaga River.  Its mouth is 0.9 miles downstream from the old town of Casdepaga and across the river from the mouth of Lower Willow Creek (SO091).  Sainsbury and others (1972) show placer tailings to be present o,SO,D-5,Au,,Gold,"Garnet, magnetite",Mine,Probably inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"Ruby Creek was an important and heavily worked creek in the early history of the area (Brooks and others, 1901).  It is incised in its lower reaches and both the active channel and some bench placers have been mined.  Some of the gold was coarse (a 1/4 ou","Almost all the creek gravels had been worked by 1907.  Sainsbury and others (1972, OFR 511) show placer tailings to be present over the lower 2 miles of Ruby Creek.",,"Brooks, A.H., Richardson, G.B., Collier, A.J., and W.C. Mendenhall, 1901, A reconnaissance in the Cape Nome and adjacent gold fields of Seward Peninsula, Alaska, in 1900:  U.S. Geological Survey Special Publication, p. 1-185, maps.|Cobb, E.H., 1972, Metal",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary; the numerous incised terraces along the Casadepaga River and its major tributaries indicate that more than one cycle of erosion and deposition has developed placer deposits in the area.  The low elevations between 170 and 270 feet along the fi,,,,"Smith, 1910",64.798266,-164.318763,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO097,A012652,Nugget Gulch,"Nugget Gulch is a small headwater tributary to the Solomon River. Its mouth is at an elevation of about 490 feet, about 8 miles north of Quigleys Camp on the Solomon River.  It is locality 96 of Cobb (1972, MF 445; 1978, OF 78-181).",SO,D-5,Au,,Gold,,Prospect,Inactive,Undetermined.,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"There is one early report that prospecting  for placer gold occurred on Nugget Gulch (Smith, 1909).",Some surface prospecting has occurred on this creek.,,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary.,,,,"Smith, 1909",64.771266,-164.28876,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO098,10308276,Casadepaga River,"The Casadepaga River is a major west tributary to the Niukluk River.  This locality is at the old town of Casadepaga, where Sainsbury and others (1972, OFR 511) show placer tailings to be present.  This is about 1.7 miles downstream from locality 81 of Co",SO,D-5,Au,,Gold,"Garnet, magnetite",Mine,Probably inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,The Casadepaga River is a major west tributary to the Niukluk River.   The first 11 miles upstream from the mouth varies from 170 to 270 feet in elevation.  The next 8 to 9 miles upstream gains another 150 feet of elevation.  The lower 11 miles of the riv,"Sainsbury and others (1972, OFR 511) show placer tailings along about 0.3 miles of the river channel at this location.",,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary; the numerous incised terraces along the Casadepaga River and its major tributaries indicate that more than one cycle of erosion and deposition has developed placer deposits in the area.  The low elevations between 170 and 270 feet along the fi,,,,"Sainsbury and others, 1972",64.794265,-164.349763,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO099,10308277,Moonlight Creek,"Moonlight Creek is a small north tributary of the Casadepaga River.  Its mouth is at an elevation of 425 feet about 3.5 miles upstream from the old town of Casadepaga.  This is locality 80 of Cobb (1972, MF 445; 1978, OF 78-181).",SO,D-5,Au,,Gold,,Mine,Probably inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"Mertie (1918) reports that placer mining took place along this creek in 1916.  Moonlight Creek flows close to the contact of pelitic schist of possible Cambrian or Precambrian age to the east with a lower Paleozoic metasedimentary assemblage, that include",Some small-scale mining is reported to have taken place in 1916 along this creek.,,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary; the numerous incised terraces along the Casadepaga River and its major tributaries indicate that more than one cycle of erosion and deposition has developed placer deposits in the area.  The low elevations between 170 and 270 feet along the fi,,,,"Mertie, 1918",64.778263,-164.454762,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO100,10308278,Moonlight Divide,"The Moonlight Divide prospect is located on the ridge crest betweeen the headwaters of Moonlight Creek (SO099) and Ridgeway Creek (SO092) at about 1,400 feet elevation.  This is locality 14 of Cobb (1972, MF 445; 1978, OF 78-181).  Gamble (1988) shows two",SO,D-5,Cu,,Malachite,Quartz,Prospect,Inactive,None,Copper-bearing mineralization in silica-rich zones at base of marble overlying metapelitic schist.,,Silicification?  The development of silica-rich rocks at or near the the base of Paleozoic marble overlying metapelitic rocks characterizes this type of copper occurrence.,"This prospect is one of many occurrences of copper mineralization in silica-rich rocks near the regional contact between marble in a lower Paleozoic metasedimentary assemblage and pelitic schist of possible Cambrian or Precambrian age (Till and others, 19","Some shallow prospect pits were dug and claims were staked  (Smith, 1908).",,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,Unknown; if stratigraphic controls are important then it is probably Paleozoic in age.,,,,"Smith, 1908",64.794264,-164.450764,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO137,A012595,Solomon River,"A 2,000 foot-long segment of the Solomon River has been placer mined from the mouth of Coal Creek downstream for 500 feet past the mouth of Johns Creek.  This is locality 97 of Cobb (1972, MF 445; 1978, OF 78-181).",SO,C-5,Au,,Gold,,Mine,Inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"Stream gravels about 4-feet thick in the flood plain of Solomon River were dredged between 1929 and 1932; the paystreak was up to 700-800 feet wide (Smith, 1933).  Bedrock in the area is part of a lower Paleozoic metasedimentary assemblage (Till and other",Small-scale hydraulic and dredging operations took place along this segment of the Solomon river from 1929 to 1932.,,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary.,,,,"Smith, 1933",64.737265,-164.323757,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO141,A012601,Johns Creek,"This occurrence is in bedrock near the mouth of Johns Creek.  Johns Creek is a west tributary to Solomon River; its mouth is 1,500 feet downstream from the mouth of Coal Creek.  This is locality 10 of Asher (1969, DGGS R33) who shows it to be on the north",SO,C-5,"Au, Cu",,"Chalcopyrite, pyrite",Quartz,Occurrence,Inactive,No,Quartz lenses and stringers along fractures in schist.,,,"The metasedimentary schist bedrock is highly fractured and jointed.  Quartz lenses and stringers containing pyrite and minor chalcopyrite fill fractures.  A sample from a 1- by 5-foot quartz lense contained 0.18 percent Cu and traces of Pb, Zn, and Au (As",No workings are known.,,"Asher, R.R., 1969, Geologic and geochemical study, Solomon C-5 quadrangle, Seward Peninsula, Alaska:  Alaska Division of Mines and Geology Geologic Report 33, 64 p.|Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S.",Travis L. Hudson (Applied Geology),8/19/1999,Cretaceous or younger; the quartz veins apparently fill fractures that postdate mid-Cretaceous regional metamorphism.,,,,"Asher, 1969 (DGGS R33)",64.738264,-164.326757,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO144,A012594,Unnamed (near Big Hurrah Creek),"This prospect is on the south side of Big Hurrah Creek (SO022) about 0.2 miles upstream of the mouth of Linda Vista Creek, a south tributary.  This is locality 2 of Asher (1969, DGGS R33).",SO,C-5,Au,,"Arsenpyrite, gold, marcasite (?), pyrite",Quartz,Prospect,Inactive,No,"Gold-quartz vein in metamorphic rocks; low sulfide-Au quartz vein (Cox and Singer, 1986; model 36a).",36a,Quartz veining in metamorphic rocks.,"Two short adits explore quartz veins at this locality.  The lower adit is reported to have exposed a 7- to 8-foot-wide, vertical but faulted, quartz vein (Smith, 1910, p. 147).  The upper adit, a few hundred feet to the south of the lower one, is on a 1-f",Two short adits explored quartz veins at this site.,,"Apodoca, L.E., 1994, Genesis of lode gold deposits of the Rock Creek area, Nome mining district, Seward Peninsula, Alaska:  Boulder, Colorado, University of Colorado, Ph.D. dissertation, 208 p.|Asher, R.R., 1969, Geologic and geochemical study, Solomon C-",Travis L. Hudson (Applied Geology),8/19/1999,Mid-Cretaceous?; possibly same age as some other gold-quartz veins of southern Seward Peninsula.,,,,"Asher, 1969 (DGGS R33)",64.651263,-164.263747,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO145,A012605,Unnamed (in headwaters of Penny Creek),"This occurrence is on the low ridge, at about 650 feet elevation, between the headwaters of Penny Creek (SO018) and Minnesota Creek.  It is locality 11 of Asher (1969, DGGS R33).",SO,C-5,"Au, Cu",,Malachite,Quartz,Prospect,Inactive,None,Copper-bearing mineralization in silica-rich zones at or near base of marble.,,Silicification (?) and oxidation; the development of silica-rich rocks at or near the the base of Paleozoic marble overlying characterizes this type of copper occurrence.,"This occurrence is one of several in the area where sparse disseminated copper minerals, mainly malachite, occur in silica-rich rocks along the contact between marble and schist.  Grab samples of these rocks contain 0.13 to 0.78 percent Cu but generally o",No exploration or development work is reported for this occurrence.,,"Asher, R.R., 1969, Geologic and geochemical study, Solomon C-5 quadrangle, Seward Peninsula, Alaska:  Alaska Division of Mines and Geology Geologic Report 33, 64 p.|Gamble, B.M., 1988, Non-placer mineral occurrences in the Solomon, Bendeleben, and souther",Travis L. Hudson (Applied Geology),8/19/1999,Unknown; if stratigraphic controls are important then it is probably Paleozoic in age.,,,,"Asher, 1969 (DGGS R33)",64.676262,-164.388751,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO148,10308297,Unnamed (in headwaters of Horton Creek),"This occurrence is at about 1,600 feet elevation on the ridge crest between the headwaters of Horton Creek and Coal Creek.  It is locality 98 of Gamble (1988).",SO,C-5,"Ag, Cu",,Malachite,,Occurrence,Inactive,None,Quartz-mica schist with malachite.,,,"Gamble (1988) collected a sample of quartz-mica schist with malachite that contained 700 ppm Cu and 1.5 ppm Ag.  Bedrock here is part of a metavolcanic assemblage thought to be Ordovician in age (Till and others, 1986).",None.,,"Gamble, B.M., 1988, Non-placer mineral occurrences in the Solomon, Bendeleben, and southern part of the Kotzebue quadrangles, western Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-1838-B, 13 p., 1 sheet, scale 1:250,000.|Till, A.B., D",Travis L. Hudson (Applied Geology),8/19/1999,,,,,"Gamble, 1988",64.73427,-164.039753,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
